id,champion1_team1,champion2_team1,champion3_1,champion4_team1,champion5_team1,champion1_team2,champion2_team2,champion3_team2,champion4_team2,champion5_team2,winner
26258,Caitlyn,Elise,Karma,Orianna,Sett,Darius,Ekko,Lux,Rakan,Senna,team2
26259,Hecarim,Kennen,Lux,Qiyana,Yone,Jhin,Lee Sin,Senna,Sett,Yasuo,team2
26260,Akali,Ekko,Hecarim,Senna,Yasuo,Blitzcrank,Fiora,Ivern,Malzahar,Vayne,team2
26261,Hecarim,Irelia,Jhin,Senna,Yone,Ahri,Ezreal,Kayn,Leona,Sion,team2
26262,Evelynn,Kai'Sa,Malphite,Qiyana,Senna,Ahri,Lucian,Sylas,Tryndamere,Xin Zhao,team2
26263,Ezreal,Galio,Kayn,Mordekaiser,Sett,Akali,Evelynn,Miss Fortune,Senna,Zoe,team1
26264,Fiora,Rek'Sai,Twitch,Vel'Koz,Yuumi,Ezreal,Lillia,Senna,Sett,Udyr,team1
26265,Ashe,Braum,Fizz,Morgana,Riven,Jarvan IV,Kai'Sa,Lee Sin,Qiyana,Xerath,team1
26266,Caitlyn,Kayle,Pantheon,Vladimir,Zac,Akali,Camille,Jinx,Ornn,Pyke,team1
26267,Blitzcrank,Brand,Graves,Lucian,Rumble,Cassiopeia,Hecarim,Kai'Sa,Malphite,Pyke,team2
26268,Lillia,Rek'Sai,Senna,Thresh,Zoe,Morgana,Nunu & Willump,Shen,Xayah,Yasuo,team2
26269,Caitlyn,Darius,Morgana,Nunu & Willump,Orianna,Ekko,Illaoi,Jhin,Soraka,Zac,team1
26270,Aatrox,Akali,Alistar,Fiddlesticks,Senna,Jax,Miss Fortune,Rengar,Thresh,Veigar,team1
26271,Anivia,Ashe,Morgana,Ryze,Vi,Corki,Kai'Sa,Kayn,Soraka,Urgot,team2
26272,Amumu,Anivia,Ashe,Janna,Nasus,Diana,Ekko,Irelia,Lucian,Nami,team1
26273,Ahri,Ashe,Jax,Kayn,Nami,Anivia,Jinx,Leona,Renekton,Vi,team1
26274,Fiora,Nunu & Willump,Orianna,Vayne,Yone,Fizz,Janna,Jax,Jhin,Vi,team2
26275,Amumu,Anivia,Galio,Malphite,Vayne,Caitlyn,Dr. Mundo,Kayn,Lux,Yasuo,team1
26276,Anivia,Ashe,Pyke,Renekton,Vi,Darius,Elise,Kai'Sa,Leona,Lux,team1
26277,Darius,Kai'Sa,Pyke,Vladimir,Volibear,Ahri,Caitlyn,Nunu & Willump,Vayne,Vi,team1
26278,Amumu,Nautilus,Rumble,Vayne,Yone,Irelia,Kai'Sa,Malphite,Taric,Volibear,team2
26279,Darius,Lee Sin,Malzahar,Thresh,Vayne,Jax,Jhin,Lux,Riven,Xerath,team1
26280,Evelynn,Ezreal,Pyke,Teemo,Yasuo,Ashe,Kha'Zix,Lux,Yone,Zed,team2
26281,Ashe,Illaoi,Kayn,Leona,Yone,Azir,Lillia,Miss Fortune,Yasuo,Yuumi,team2
26282,Darius,Jhin,Pyke,Warwick,Yone,Kalista,Malzahar,Nunu & Willump,Riven,Xerath,team1
26283,Aphelios,Ekko,Maokai,Riven,Viktor,Miss Fortune,Mordekaiser,Morgana,Veigar,Yasuo,team2
26284,Caitlyn,Cho'Gath,Galio,Pyke,Teemo,Alistar,Camille,Gragas,Jinx,Veigar,team1
26285,Annie,Ekko,Miss Fortune,Riven,Sett,Akali,Ezreal,Nami,Shyvana,Urgot,team2
26286,Draven,Galio,Kayn,Quinn,Yasuo,Gragas,Jayce,Thresh,Tristana,Twisted Fate,team1
26287,Lillia,Nunu & Willump,Pyke,Vayne,Volibear,Ekko,Vi,Vladimir,Xayah,Yuumi,team1
26288,Ezreal,Fiddlesticks,Lillia,Nautilus,Volibear,Akali,Caitlyn,Camille,Rek'Sai,Senna,team2
26289,Kai'Sa,Leona,Nunu & Willump,Teemo,Yasuo,Ashe,Bard,Garen,Jax,Sylas,team1
26290,Nasus,Neeko,Nunu & Willump,Viktor,Xayah,Jax,Nautilus,Sett,Tristana,Veigar,team2
26291,Ezreal,Jax,Master Yi,Vayne,Viktor,Alistar,Annie,Jinx,Master Yi,Teemo,team2
26292,Irelia,Jax,Jhin,Leona,Talon,Akali,Jhin,Kayn,Lux,Maokai,team2
26293,Graves,Irelia,Jinx,Neeko,Shen,Akali,Lux,Morgana,Vayne,Warwick,team2
26294,Caitlyn,Darius,Ekko,Katarina,Sett,Ekko,Irelia,Orianna,Senna,Varus,team1
26295,Aatrox,Jhin,Neeko,Vi,Zed,Aphelios,Aurelion Sol,Janna,Viktor,Warwick,team2
26296,Leona,Malzahar,Miss Fortune,Mordekaiser,Zac,Akali,Kai'Sa,Lee Sin,Morgana,Poppy,team2
26297,Janna,Kayn,Miss Fortune,Pyke,Sett,Brand,Kai'Sa,Lulu,Tryndamere,Udyr,team2
26298,Kayn,Neeko,Rumble,Sett,Zoe,Bard,Malzahar,Miss Fortune,Mordekaiser,Volibear,team2
26299,Kayn,Lucian,Senna,Vayne,Yone,Diana,Draven,Lee Sin,Leona,Sett,team1
26300,Galio,Kai'Sa,Miss Fortune,Urgot,Yuumi,Kai'Sa,Kha'Zix,Morgana,Rengar,Zoe,team1
26301,Draven,Gnar,Graves,Soraka,Zoe,Master Yi,Miss Fortune,Taric,Urgot,Wukong,team2
26302,Caitlyn,Garen,Malzahar,Rengar,Soraka,Karthus,Lux,Miss Fortune,Qiyana,Quinn,team1
26303,Brand,Ezreal,Rammus,Wukong,Yasuo,Annie,Kalista,Morgana,Warwick,Zac,team1
26304,LeBlanc,Lulu,Trundle,Warwick,Xayah,Braum,Caitlyn,Morgana,Shaco,Sion,team2
26305,Ahri,Lucian,Maokai,Nami,Warwick,Jax,Jinx,Ornn,Senna,Zoe,team1
26306,Ashe,Darius,Nami,Talon,Zac,Jinx,Maokai,Neeko,Volibear,Yasuo,team2
26307,Gragas,Kai'Sa,Lissandra,Nasus,Sett,Akali,Amumu,Ezreal,Nami,Rengar,team2
26308,Renekton,Shyvana,Sivir,Soraka,Zed,Dr. Mundo,Jax,Lulu,Senna,Veigar,team2
26309,Hecarim,Lulu,Swain,Twitch,Yone,Jhin,Lux,Riven,Twitch,Zed,team1
26310,Ahri,Garen,Pyke,Senna,Vi,Aatrox,Fizz,Gragas,Jinx,Vel'Koz,team1
26311,Ezreal,Hecarim,Lissandra,Thresh,Yasuo,Camille,Draven,Pyke,Volibear,Zoe,team2
26312,Ashe,Graves,Swain,Urgot,Yasuo,Lucian,Shen,Thresh,Veigar,Volibear,team2
26313,Ahri,Camille,Graves,Morgana,Vayne,Jinx,Lillia,Pyke,Wukong,Xerath,team1
26314,Evelynn,Kayle,Rakan,Xayah,Yone,Kai'Sa,Lee Sin,Morgana,Syndra,Yorick,team1
26315,Caitlyn,Sett,Shen,Talon,Warwick,Kha'Zix,Lucian,Malzahar,Morgana,Renekton,team1
26316,Caitlyn,Sett,Warwick,Xerath,Yone,Ashe,Fizz,Morgana,Nocturne,Sion,team2
26317,Gnar,Lucian,Orianna,Pyke,Rek'Sai,Garen,Vayne,Volibear,Yuumi,Zed,team2
26318,Azir,Garen,Graves,Kai'Sa,Swain,Brand,Caitlyn,Cho'Gath,Heimerdinger,Trundle,team2
26319,Annie,Jhin,Lillia,Lulu,Ornn,Katarina,Lucian,Lux,Tryndamere,Wukong,team1
26320,Ahri,Dr. Mundo,Maokai,Nautilus,Tristana,Cassiopeia,Kled,Master Yi,Tahm Kench,Vayne,team2
26321,Ezreal,Fiora,Karma,Volibear,Yone,Blitzcrank,Garen,Kayle,Kha'Zix,Lucian,team1
26322,Brand,Darius,Jhin,Kayn,Taliyah,Ashe,Lulu,Master Yi,Urgot,Vladimir,team2
26323,Jhin,Malphite,Thresh,Veigar,Warwick,Aphelios,Braum,Hecarim,Urgot,Zed,team2
26324,Graves,Irelia,Leona,Lucian,Zoe,Fizz,Kai'Sa,Morgana,Shaco,Tryndamere,team1
26325,Lulu,Renekton,Sejuani,Twitch,Yone,Jhin,Kha'Zix,Maokai,Soraka,Talon,team1
26326,Jhin,Kha'Zix,Neeko,Senna,Volibear,Brand,Darius,Evelynn,Tristana,Zed,team1
26327,Lux,Miss Fortune,Orianna,Rengar,Teemo,Cassiopeia,Kayn,Nami,Rumble,Varus,team1
26328,Jhin,Kayn,Mordekaiser,Pyke,Zed,Akali,Rakan,Sejuani,Warwick,Xayah,team2
26329,Quinn,Rakan,Senna,Vladimir,Warwick,Caitlyn,Fiora,Galio,Kayn,Yasuo,team1
26330,Neeko,Rakan,Sejuani,Senna,Yone,Bard,Caitlyn,Evelynn,Hecarim,Katarina,team1
26331,Azir,Braum,Jinx,Pantheon,Pyke,Olaf,Rakan,Sylas,Xayah,Yasuo,team2
26332,Aatrox,Ashe,Nami,Sylas,Tristana,Lux,Rakan,Sett,Warwick,Xayah,team2
26333,Annie,Gragas,Kai'Sa,Kennen,Lulu,Jhin,Kayn,Mordekaiser,Senna,Yasuo,team2
26334,Nunu & Willump,Pyke,Sion,Twitch,Yone,Blitzcrank,Diana,Ezreal,Irelia,Karthus,team2
26335,Jhin,Lissandra,Malphite,Thresh,Twitch,Akali,Corki,Master Yi,Senna,Xayah,team2
26336,Camille,Cho'Gath,Morgana,Orianna,Sivir,Lulu,Ornn,Sylas,Twitch,Vayne,team2
26337,Gnar,Gragas,Lucian,Thresh,Yone,Jinx,Rengar,Teemo,Thresh,Yone,team2
26338,Camille,Ekko,Katarina,Yone,Yuumi,Anivia,Ashe,Blitzcrank,Nasus,Yone,team1
26339,Camille,Kai'Sa,Nunu & Willump,Soraka,Yone,Elise,Garen,Jinx,Thresh,Zed,team1
26340,Akali,Jhin,Lee Sin,Nami,Sion,Draven,Ivern,Morgana,Vayne,Yone,team2
26341,Diana,Ivern,Kai'Sa,Rumble,Yone,Caitlyn,Leona,Morgana,Nasus,Shaco,team2
26342,Fizz,Graves,Jhin,Leona,Urgot,Ekko,Kindred,Nami,Senna,Sion,team2
26343,Jhin,Nami,Nidalee,Teemo,Yone,Lillia,Lucian,Pyke,Urgot,Vayne,team2
26344,Olaf,Quinn,Soraka,Talon,Vayne,Ahri,Jhin,Kayle,Kayn,Renekton,team1
26345,Aatrox,Ashe,Bard,Olaf,Sylas,Lillia,Lulu,Maokai,Tristana,Zed,team2
26346,Ashe,Fiddlesticks,Olaf,Orianna,Talon,Ahri,Galio,Jarvan IV,Jinx,Sett,team1
26347,Hecarim,Lulu,Tristana,Vayne,Vel'Koz,Diana,Ezreal,Kennen,Lulu,Xayah,team1
26348,Ivern,Kalista,Nautilus,Sion,Yasuo,Kassadin,Kayn,Nautilus,Udyr,Vayne,team2
26349,Thresh,Tristana,Twitch,Varus,Vayne,Caitlyn,Jax,Katarina,Morgana,Volibear,team2
26350,Darius,Graves,Sivir,Sona,Vladimir,Akali,Sylas,Thresh,Tristana,Twitch,team2
26351,Ashe,Evelynn,Jax,Morgana,Yone,Diana,Hecarim,Kai'Sa,Rakan,Urgot,team2
26352,Ezreal,Heimerdinger,Irelia,Lulu,Vi,Diana,Lucian,Ornn,Vel'Koz,Wukong,team2
26353,Cho'Gath,Diana,Quinn,Sett,Xayah,Jarvan IV,Jayce,Pyke,Tristana,Vladimir,team1
26354,Jhin,Master Yi,Sion,Wukong,Yuumi,Diana,Lulu,Nunu & Willump,Shen,Vayne,team2
26355,Diana,Dr. Mundo,Hecarim,Jhin,Senna,Aatrox,Ashe,Kha'Zix,Pantheon,Vel'Koz,team1
26356,Darius,Diana,Hecarim,Leona,Miss Fortune,Dr. Mundo,Kassadin,Morgana,Olaf,Senna,team1
26357,Caitlyn,Cassiopeia,Cho'Gath,Senna,Twitch,Kha'Zix,Swain,Viktor,Xayah,Yorick,team2
26358,Evelynn,Leona,Lucian,Lux,Maokai,Caitlyn,Diana,Kha'Zix,Senna,Yorick,team2
26359,Brand,Evelynn,Heimerdinger,Lux,Singed,Annie,Jax,Leona,Master Yi,Miss Fortune,team2
26360,Amumu,Malzahar,Tryndamere,Twitch,Yuumi,Fiddlesticks,Katarina,Pantheon,Poppy,Xayah,team1
26361,Draven,Lee Sin,Leona,Singed,Yasuo,Diana,Ivern,Jhin,Maokai,Shen,team2
26362,Evelynn,Galio,Lulu,Talon,Twitch,Kled,Master Yi,Xayah,Yone,Zyra,team1
26363,Kayle,Leona,Lux,Master Yi,Miss Fortune,Aatrox,Caitlyn,Lee Sin,Thresh,Yasuo,team1
26364,Brand,Jinx,Ornn,Rek'Sai,Sylas,Akali,Ashe,Hecarim,Taric,Zyra,team1
26365,Braum,Lux,Urgot,Vayne,Vi,Ahri,Ashe,Fiora,Hecarim,Sona,team1
26366,Fiora,Fizz,Jinx,Skarner,Thresh,Anivia,Miss Fortune,Morgana,Rek'Sai,Shen,team2
26367,Caitlyn,Diana,Maokai,Volibear,Zilean,Ashe,Fiora,Jax,Lux,Orianna,team2
26368,Irelia,Kai'Sa,Leona,Teemo,Vi,Dr. Mundo,Jhin,Lux,Shaco,Zyra,team2
26369,Jarvan IV,Lux,Miss Fortune,Sett,Vel'Koz,Brand,Cassiopeia,Sejuani,Shen,Tristana,team1
26370,Malphite,Miss Fortune,Neeko,Pyke,Tryndamere,Ezreal,Garen,Jax,Ryze,Shen,team1
26371,Akali,Aphelios,Blitzcrank,Jax,Shen,Alistar,Tryndamere,Veigar,Warwick,Yasuo,team2
26372,Brand,Fizz,Lillia,Tristana,Vayne,Kayn,Lux,Sion,Vayne,Veigar,team2
26373,Ashe,Braum,Evelynn,Riven,Shaco,Jhin,Lucian,Lulu,Sylas,Thresh,team1
26374,Draven,Graves,Lux,Nami,Renekton,Ahri,Hecarim,Jhin,Miss Fortune,Yuumi,team2
26375,Brand,Ekko,Kai'Sa,Ornn,Ziggs,Galio,Jhin,Kha'Zix,Teemo,Zed,team1
26376,Cho'Gath,Hecarim,Malzahar,Mordekaiser,Yasuo,Bard,Fiora,Jhin,Kayn,Yone,team2
26377,Ahri,Camille,Jhin,Kayn,Mordekaiser,Garen,Lux,Nocturne,Pyke,Vayne,team2
26378,Fizz,Kai'Sa,Sett,Yasuo,Zac,Fiddlesticks,Jinx,Kayle,Pyke,Viktor,team1
26379,Cho'Gath,Ekko,Katarina,Thresh,Vayne,Amumu,Caitlyn,Garen,Malzahar,Veigar,team2
26380,Akali,Kai'Sa,Kha'Zix,Talon,Yuumi,Ahri,Brand,Diana,Jhin,Rek'Sai,team1
26381,Camille,Cassiopeia,Jinx,Maokai,Skarner,Ezreal,Gangplank,Thresh,Veigar,Volibear,team2
26382,Lee Sin,Lux,Thresh,Urgot,Vayne,Akali,Ezreal,Nautilus,Ornn,Rek'Sai,team2
26383,Ezreal,Jax,Nautilus,Vi,Zed,Aatrox,Fizz,Jhin,Shyvana,Taric,team2
26384,Kayn,Miss Fortune,Teemo,Thresh,Yasuo,Bard,Lucian,Sion,Veigar,Volibear,team2
26385,Ahri,Sejuani,Sivir,Teemo,Thresh,Caitlyn,Fiddlesticks,Lux,Shen,Vladimir,team2
26386,Aphelios,Gnar,Kha'Zix,Nautilus,Talon,Ekko,Ezreal,Kayle,Pyke,Zoe,team1
26387,Ezreal,Kayn,Leona,Mordekaiser,Syndra,Diana,Jhin,Lux,Malphite,Renekton,team2
26388,Akali,Rakan,Ryze,Sejuani,Xayah,Orianna,Pantheon,Pyke,Senna,Sett,team1
26389,Kayn,Miss Fortune,Pyke,Teemo,Yone,Brand,Garen,Jayce,Jhin,Warwick,team1
26390,Brand,Kai'Sa,Warwick,Yasuo,Yone,Blitzcrank,Cho'Gath,Lucian,Mordekaiser,Rek'Sai,team1
26391,Jhin,Kayn,Mordekaiser,Pyke,Twisted Fate,Ashe,Cassiopeia,Karma,Sejuani,Urgot,team1
26392,Heimerdinger,Kai'Sa,Lulu,Trundle,Urgot,Ezreal,Galio,Graves,Ornn,Pyke,team1
26393,Caitlyn,Morgana,Ryze,Taliyah,Yorick,Brand,Ezreal,Gnar,Kayn,Yuumi,team2
26394,Ekko,Gnar,Jinx,Soraka,Twisted Fate,Caitlyn,Fiora,Morgana,Talon,Volibear,team2
26395,Jax,Tristana,Vayne,Yasuo,Yone,Ekko,Kayle,Morgana,Nasus,Xayah,team2
26396,Ekko,Galio,Heimerdinger,Ornn,Tristana,Cassiopeia,Ezreal,Fiddlesticks,Pyke,Sion,team1
26397,Diana,Garen,Karma,Sett,Vayne,Kai'Sa,Nasus,Nautilus,Neeko,Rek'Sai,team1
26398,Annie,Caitlyn,Graves,Nasus,Nautilus,Blitzcrank,Jhin,Shaco,Yone,Yorick,team2
26399,Ekko,Garen,Jhin,Mordekaiser,Qiyana,Ashe,Braum,Renekton,Rumble,Volibear,team1
26400,Braum,Irelia,Kalista,Mordekaiser,Yone,Gnar,Lillia,Rakan,Tristana,Vladimir,team1
26401,Jhin,Miss Fortune,Teemo,Volibear,Zed,Ashe,Kayn,Lux,Pyke,Vayne,team2
26402,Camille,Graves,Jhin,Pyke,Twisted Fate,Akali,Elise,Jayce,Kai'Sa,Sona,team2
26403,Blitzcrank,Riven,Sett,Varus,Viktor,Braum,Kai'Sa,Kindred,Teemo,Twisted Fate,team2
26404,Bard,Blitzcrank,Kalista,Mordekaiser,Urgot,Caitlyn,Kha'Zix,Pyke,Viktor,Warwick,team1
26405,Gangplank,Soraka,Teemo,Tristana,Veigar,Cho'Gath,Evelynn,Jhin,Maokai,Yone,team1
26406,Jhin,Kindred,Mordekaiser,Senna,Yasuo,Annie,Ashe,Ekko,Garen,Swain,team1
26407,Jax,Pantheon,Vayne,Vi,Vladimir,Ashe,Caitlyn,Lillia,Zac,Zyra,team2
26408,Ekko,Jax,Jhin,Thresh,Vladimir,Miss Fortune,Sett,Tristana,Vladimir,Volibear,team2
26409,Corki,Kassadin,Malphite,Senna,Wukong,Lillia,Nami,Tristana,Yasuo,Yone,team1
26410,Fiddlesticks,Jhin,Shyvana,Tryndamere,Vladimir,Sylas,Volibear,Xin Zhao,Yasuo,Yuumi,team1
26411,Orianna,Senna,Sett,Vi,Yasuo,Lee Sin,Sett,Singed,Volibear,Yone,team1
26412,Caitlyn,Graves,Riven,Ryze,Sona,Ivern,Kassadin,Talon,Teemo,Wukong,team1
26413,Elise,Ezreal,Gnar,Pyke,Yone,Ashe,Bard,Graves,Kindred,Zed,team1
26414,Ahri,Camille,Rengar,Senna,Teemo,Akali,Fiddlesticks,Lucian,Neeko,Yone,team1
26415,Ashe,Darius,Evelynn,Janna,Kassadin,Brand,Hecarim,Jhin,Kayle,Yone,team2
26416,Lucian,Nocturne,Pyke,Vel'Koz,Yasuo,Akali,Brand,Veigar,Wukong,Yasuo,team1
26417,Garen,Irelia,Neeko,Nocturne,Soraka,Alistar,Annie,Master Yi,Miss Fortune,Riven,team2
26418,Galio,Kai'Sa,Kindred,Lulu,Nasus,Irelia,Sejuani,Senna,Sona,Teemo,team1
26419,Akali,Hecarim,Heimerdinger,Lucian,Thresh,Ekko,Kai'Sa,Lillia,Maokai,Yone,team1
26420,Lucian,Morgana,Sett,Vladimir,Yone,Evelynn,Ezreal,Hecarim,Jayce,Swain,team2
26421,Pyke,Vayne,Yasuo,Yone,Zoe,Lulu,Sejuani,Twitch,Yasuo,Zoe,team2
26422,Caitlyn,Kayn,Morgana,Urgot,Zed,Ahri,Amumu,Lux,Miss Fortune,Quinn,team1
26423,Ezreal,Jax,Lux,Urgot,Yasuo,Caitlyn,Darius,Mordekaiser,Nami,Rammus,team1
26424,Darius,Evelynn,Ezreal,Kayle,Mordekaiser,Caitlyn,Gnar,Master Yi,Swain,Ziggs,team2
26425,Hecarim,Jhin,Nasus,Shyvana,Swain,Aphelios,Brand,Sett,Teemo,Vi,team1
26426,Aphelios,Darius,Leona,Vel'Koz,Warwick,Jhin,Kayn,Renekton,Ryze,Sett,team1
26427,Fizz,Lucian,Malphite,Shyvana,Sylas,Aphelios,Darius,Leona,Master Yi,Sett,team2
26428,Brand,Kayle,Miss Fortune,Mordekaiser,Ryze,Aphelios,Leona,Shyvana,Urgot,Vel'Koz,team2
26429,Diana,Gangplank,Kai'Sa,Nidalee,Sona,Irelia,Jhin,Karthus,Lulu,Zed,team2
26430,Garen,Heimerdinger,Jhin,Kayn,Senna,Ashe,Jax,Morgana,Tryndamere,Vel'Koz,team2
26431,Kayle,Miss Fortune,Shyvana,Sona,Sylas,Ashe,Master Yi,Soraka,Teemo,Varus,team1
26432,Blitzcrank,Diana,Poppy,Sett,Vayne,Ashe,Leona,Nocturne,Urgot,Yasuo,team2
26433,Azir,Cho'Gath,Fiddlesticks,Miss Fortune,Sylas,Kai'Sa,Neeko,Vel'Koz,Xin Zhao,Yasuo,team2
26434,Fizz,Jax,Jhin,Leona,Warwick,Miss Fortune,Ornn,Senna,Volibear,Yasuo,team2
26435,Caitlyn,Kayn,Lulu,Morgana,Vladimir,Kai'Sa,Lux,Urgot,Veigar,Xin Zhao,team2
26436,Amumu,Kayle,Lucian,Shen,Sona,Brand,Irelia,Jhin,Warwick,Yorick,team1
26437,Akali,Ekko,Kai'Sa,Nasus,Nautilus,Akali,Dr. Mundo,Master Yi,Pyke,Shaco,team2
26438,Ekko,Jayce,Pyke,Swain,Tristana,Pyke,Rammus,Swain,Xayah,Yone,team2
26439,Ahri,Fiora,Galio,Sett,Ziggs,Ekko,Lee Sin,Lucian,Wukong,Zed,team1
26440,Jhin,LeBlanc,Olaf,Shaco,Wukong,Blitzcrank,Galio,Vayne,Vi,Zoe,team2
26441,Ashe,Jayce,Sett,Sona,Volibear,Fizz,Jinx,Pantheon,Sion,Teemo,team1
26442,Illaoi,Irelia,Taric,Xin Zhao,Zed,Cassiopeia,Kayle,Lee Sin,Senna,Teemo,team2
26443,Camille,Kayle,Leona,Master Yi,Viktor,Jayce,Pantheon,Senna,Vayne,Yone,team1
26444,Blitzcrank,Kai'Sa,Kayle,Xin Zhao,Yone,Aatrox,Lissandra,Miss Fortune,Pyke,Shyvana,team2
26445,Graves,Jayce,Renekton,Soraka,Yone,Ahri,Caitlyn,Lillia,Shaco,Vi,team1
26446,Hecarim,LeBlanc,Mordekaiser,Nami,Vayne,Bard,Elise,Ezreal,Jax,Qiyana,team1
26447,Ezreal,Kled,Pyke,Shen,Taliyah,Akali,Graves,Lux,Vayne,Vladimir,team2
26448,Cho'Gath,Galio,Hecarim,Tristana,Yuumi,Ashe,Karma,Malphite,Orianna,Sett,team1
26449,Ahri,Ezreal,Kayle,Lulu,Vi,Caitlyn,Kayn,Soraka,Taliyah,Tryndamere,team1
26450,Ashe,Nocturne,Renekton,Senna,Xerath,Caitlyn,Jax,Nami,Taliyah,Warwick,team2
26451,Caitlyn,Jax,Lux,Skarner,Taliyah,Ashe,Lucian,Syndra,Thresh,Warwick,team1
26452,Fizz,Heimerdinger,Kayn,Wukong,Yuumi,Jarvan IV,Kai'Sa,Mordekaiser,Nami,Neeko,team2
26453,Amumu,Caitlyn,Kled,Sylas,Teemo,Cho'Gath,Ekko,Elise,Lulu,Sivir,team2
26454,Lucian,Lux,Nocturne,Renekton,Thresh,Jarvan IV,Lulu,Rumble,Varus,Yone,team2
26455,Kayn,Lissandra,Sett,Sion,Xayah,Fiddlesticks,Jax,Malzahar,Miss Fortune,Thresh,team2
26456,Ekko,Jarvan IV,Jhin,Lux,Urgot,Alistar,Caitlyn,Gnar,Kayn,Malzahar,team1
26457,Fizz,Gangplank,Lux,Miss Fortune,Sejuani,Caitlyn,Gnar,Kayn,Leona,Ziggs,team2
26458,Ahri,Gnar,Jinx,Nami,Shyvana,Ashe,Diana,Kayn,Ornn,Thresh,team2
26459,Cho'Gath,Lucian,Pantheon,Volibear,Yuumi,Ezreal,Irelia,Janna,Poppy,Vladimir,team2
26460,Draven,Lillia,Lux,Malphite,Sett,Alistar,Irelia,Jax,Yasuo,Yone,team1
26461,Ornn,Senna,Shaco,Swain,Warwick,Darius,Fiddlesticks,Lulu,Yasuo,Zed,team1
26462,Malzahar,Neeko,Ornn,Twitch,Warwick,Alistar,Ekko,Jhin,Shen,Yone,team1
26463,Aatrox,Akali,Brand,Caitlyn,Nidalee,Draven,Garen,Nami,Viktor,Volibear,team2
26464,Bard,Kennen,Master Yi,Pyke,Sett,Fiddlesticks,LeBlanc,Miss Fortune,Ornn,Sona,team1
26465,Brand,Ekko,Ezreal,Yone,Yuumi,Cassiopeia,Kha'Zix,Lux,Sejuani,Xayah,team2
26466,Ahri,Aphelios,Blitzcrank,Rengar,Sett,Caitlyn,Kha'Zix,Morgana,Tryndamere,Vladimir,team2
26467,Gnar,Lux,Varus,Vel'Koz,Warwick,Caitlyn,Dr. Mundo,Kayn,Morgana,Yone,team1
26468,Janna,Lillia,Syndra,Yasuo,Yone,Ahri,Ezreal,Janna,Teemo,Vi,team2
26469,Darius,Nunu & Willump,Twitch,Viktor,Zilean,Caitlyn,Lee Sin,Taric,Teemo,Yone,team2
26470,Ahri,Ashe,Lux,Sett,Shyvana,Ezreal,Fiddlesticks,Malzahar,Senna,Trundle,team1
26471,Akali,Aphelios,Janna,Jax,Sett,Amumu,Ashe,Lillia,Tahm Kench,Zed,team2
26472,Jhin,Master Yi,Neeko,Soraka,Yone,Master Yi,Sivir,Sona,Syndra,Wukong,team2
26473,Gragas,Sion,Tryndamere,Vayne,Yasuo,Jhin,Lissandra,Varus,Xin Zhao,Yuumi,team1
26474,Caitlyn,Ezreal,Morgana,Warwick,Yasuo,Kayle,Shen,Sivir,Udyr,Yasuo,team2
26475,Draven,Evelynn,Gnar,Taric,Yasuo,Gnar,Karthus,Lillia,Senna,Yasuo,team2
26476,Ashe,Blitzcrank,Nunu & Willump,Warwick,Zoe,Elise,Jinx,Lucian,Sona,Zoe,team2
26477,Akali,Caitlyn,Lux,Rengar,Twisted Fate,Caitlyn,Morgana,Shaco,Talon,Volibear,team2
26478,Galio,Graves,Jinx,Teemo,Thresh,Brand,Jayce,Jhin,Shaco,Yone,team1
26479,Ezreal,Fizz,Sylas,Thresh,Vi,Irelia,Rakan,Rammus,Xayah,Zed,team2
26480,Ahri,Fiora,Jhin,Lux,Warwick,Ahri,Galio,Wukong,Yasuo,Yone,team1
26481,Ahri,Caitlyn,Karma,Rammus,Shen,Jinx,Kayn,Leona,Malzahar,Nasus,team2
26482,Caitlyn,Leona,Malphite,Rengar,Yasuo,Janna,Jhin,Lee Sin,Teemo,Zed,team2
26483,Jhin,Lee Sin,Malzahar,Nami,Xin Zhao,Ashe,Jax,Sejuani,Senna,Yone,team2
26484,Diana,Kai'Sa,Lee Sin,Lulu,Riven,Jayce,Jhin,Lux,Soraka,Volibear,team2
26485,Ekko,Jinx,Poppy,Syndra,Vel'Koz,Annie,Kai'Sa,Lux,Riven,Sejuani,team1
26486,Janna,Jinx,Lee Sin,Malzahar,Urgot,Cho'Gath,Lulu,Riven,Trundle,Vayne,team2
26487,Graves,Lulu,Mordekaiser,Orianna,Vayne,Amumu,Irelia,Jhin,Lux,Yone,team1
26488,Alistar,Evelynn,Fiora,Twitch,Zed,Ashe,Riven,Senna,Sett,Yone,team2
26489,Caitlyn,Hecarim,Leona,Riven,Ryze,Ekko,Gragas,Jhin,Lillia,Xin Zhao,team1
26490,Ahri,Akali,Jarvan IV,Riven,Vayne,Jax,Miss Fortune,Orianna,Poppy,Pyke,team2
26491,Corki,Kai'Sa,Teemo,Thresh,Warwick,Ashe,Evelynn,Riven,Vayne,Zed,team1
26492,Ashe,Evelynn,Leona,Malzahar,Ornn,Ahri,Gangplank,Kayn,Nautilus,Vayne,team2
26493,Ashe,Elise,Leona,Volibear,Yone,Gangplank,Kalista,Lux,Nunu & Willump,Trundle,team1
26494,Cassiopeia,Jhin,Kayn,Leona,Lillia,Alistar,Ashe,Evelynn,Fizz,Mordekaiser,team2
26495,Ivern,Malphite,Trundle,Vayne,Xerath,Caitlyn,Fizz,Leona,Sion,Warwick,team2
